instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_FO|60457,60457,NIFTY25SEP24700CE,NIFTY,1323.0,25-Sep-2025,24700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60455,60455,NIFTY25SEP24650CE,NIFTY,1375.75,25-Sep-2025,24650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60456,60456,NIFTY25SEP24650PE,NIFTY,214.3,25-Sep-2025,24650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60453,60453,NIFTY25SEP24600CE,NIFTY,1414.15,25-Sep-2025,24600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60454,60454,NIFTY25SEP24600PE,NIFTY,201.35,25-Sep-2025,24600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60451,60451,NIFTY25SEP24550CE,NIFTY,1455.3,25-Sep-2025,24550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60452,60452,NIFTY25SEP24550PE,NIFTY,189.4,25-Sep-2025,24550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60450,60450,NIFTY25SEP24500PE,NIFTY,185.45,25-Sep-2025,24500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60442,60442,NIFTY25SEP24450PE,NIFTY,171.35,25-Sep-2025,24450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60443,60443,NIFTY25SEP24500CE,NIFTY,1364.85,25-Sep-2025,24500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60440,60440,NIFTY25SEP24400PE,NIFTY,164.9,25-Sep-2025,24400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60441,60441,NIFTY25SEP24450CE,NIFTY,1533.9,25-Sep-2025,24450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60481,60481,NIFTY25SEP25050CE,NIFTY,1000.0,25-Sep-2025,25050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60475,60475,NIFTY25SEP24950PE,NIFTY,281.7,25-Sep-2025,24950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60474,60474,NIFTY25SEP24950CE,NIFTY,1156.7,25-Sep-2025,24950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60470,60470,NIFTY25SEP24900PE,NIFTY,273.7,25-Sep-2025,24900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60468,60468,NIFTY25SEP24850PE,NIFTY,253.8,25-Sep-2025,24850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60469,60469,NIFTY25SEP24900CE,NIFTY,1191.5,25-Sep-2025,24900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60466,60466,NIFTY25SEP24800PE,NIFTY,245.35,25-Sep-2025,24800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60467,60467,NIFTY25SEP24850CE,NIFTY,1226.6,25-Sep-2025,24850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60464,60464,NIFTY25SEP24750PE,NIFTY,223.4,25-Sep-2025,24750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60465,60465,NIFTY25SEP24800CE,NIFTY,1153.9,25-Sep-2025,24800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60460,60460,NIFTY25SEP24700PE,NIFTY,221.95,25-Sep-2025,24700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60461,60461,NIFTY25SEP24750CE,NIFTY,1300.3,25-Sep-2025,24750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60939,60939,NIFTY30JUN30000PE,NIFTY,2100.85,25-Jun-2030,30000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60936,60936,NIFTY30JUN30000CE,NIFTY,5580.35,25-Jun-2030,30000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60925,60925,NIFTY30JUN29000CE,NIFTY,6019.2,25-Jun-2030,29000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60926,60926,NIFTY30JUN29000PE,NIFTY,1804.05,25-Jun-2030,29000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60924,60924,NIFTY30JUN28000PE,NIFTY,1532.2,25-Jun-2030,28000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60941,60941,NIFTY30JUN31000PE,NIFTY,2424.0,25-Jun-2030,31000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60940,60940,NIFTY30JUN31000CE,NIFTY,5167.8,25-Jun-2030,31000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60912,60912,NIFTY30JUN28000CE,NIFTY,6483.0,25-Jun-2030,28000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60910,60910,NIFTY30JUN27000CE,NIFTY,6972.5,25-Jun-2030,27000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60911,60911,NIFTY30JUN27000PE,NIFTY,1286.05,25-Jun-2030,27000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60909,60909,NIFTY30JUN26000PE,NIFTY,1065.5,25-Jun-2030,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60907,60907,NIFTY30JUN25000PE,NIFTY,869.3,25-Jun-2030,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60908,60908,NIFTY30JUN26000CE,NIFTY,7487.55,25-Jun-2030,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60905,60905,NIFTY30JUN24000PE,NIFTY,698.15,25-Jun-2030,24000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60906,60906,NIFTY30JUN25000CE,NIFTY,8027.0,25-Jun-2030,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60903,60903,NIFTY30JUN23000PE,NIFTY,550.6,25-Jun-2030,23000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60904,60904,NIFTY30JUN24000CE,NIFTY,8591.55,25-Jun-2030,24000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60901,60901,NIFTY30JUN22000PE,NIFTY,425.45,25-Jun-2030,22000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60902,60902,NIFTY30JUN23000CE,NIFTY,9179.65,25-Jun-2030,23000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60900,60900,NIFTY30JUN22000CE,NIFTY,9790.15,25-Jun-2030,22000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60899,60899,NIFTY30JUN21000PE,NIFTY,321.3,25-Jun-2030,21000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60897,60897,NIFTY30JUN20000PE,NIFTY,236.4,25-Jun-2030,20000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|60898,60898,NIFTY30JUN21000CE,NIFTY,10421.65,25-Jun-2030,21000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|60896,60896,NIFTY30JUN20000CE,NIFTY,11072.4,25-Jun-2030,20000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|45873,45873,NIFTY25DEC17000CE,NIFTY,7010.0,24-Dec-2025,17000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|45874,45874,NIFTY25DEC17000PE,NIFTY,14.95,24-Dec-2025,17000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55121,55121,NIFTY25DEC18000CE,NIFTY,7900.0,24-Dec-2025,18000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55122,55122,NIFTY25DEC18000PE,NIFTY,17.75,24-Dec-2025,18000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55790,55790,NIFTY25JUL24750PE,NIFTY,66.05,31-Jul-2025,24750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55791,55791,NIFTY25JUL24800CE,NIFTY,699.3,31-Jul-2025,24800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55794,55794,NIFTY25JUL24850PE,NIFTY,82.2,31-Jul-2025,24850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55795,55795,NIFTY25JUL24900CE,NIFTY,616.55,31-Jul-2025,24900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55792,55792,NIFTY25JUL24800PE,NIFTY,73.5,31-Jul-2025,24800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55793,55793,NIFTY25JUL24850CE,NIFTY,656.3,31-Jul-2025,24850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55787,55787,NIFTY25JUL24700CE,NIFTY,780.25,31-Jul-2025,24700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55788,55788,NIFTY25JUL24700PE,NIFTY,59.55,31-Jul-2025,24700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55785,55785,NIFTY25JUL24650CE,NIFTY,827.0,31-Jul-2025,24650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55786,55786,NIFTY25JUL24650PE,NIFTY,53.25,31-Jul-2025,24650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55789,55789,NIFTY25JUL24750CE,NIFTY,741.0,31-Jul-2025,24750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55780,55780,NIFTY25JUL24500PE,NIFTY,38.4,31-Jul-2025,24500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55783,55783,NIFTY25JUL24600CE,NIFTY,870.35,31-Jul-2025,24600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55784,55784,NIFTY25JUL24600PE,NIFTY,47.85,31-Jul-2025,24600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55781,55781,NIFTY25JUL24550CE,NIFTY,919.5,31-Jul-2025,24550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55782,55782,NIFTY25JUL24550PE,NIFTY,43.1,31-Jul-2025,24550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55776,55776,NIFTY25JUL24400PE,NIFTY,31.25,31-Jul-2025,24400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55777,55777,NIFTY25JUL24450CE,NIFTY,1000.0,31-Jul-2025,24450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55774,55774,NIFTY25JUL24350PE,NIFTY,28.5,31-Jul-2025,24350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55775,55775,NIFTY25JUL24400CE,NIFTY,1043.45,31-Jul-2025,24400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55778,55778,NIFTY25JUL24450PE,NIFTY,35.15,31-Jul-2025,24450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55779,55779,NIFTY25JUL24500CE,NIFTY,959.25,31-Jul-2025,24500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55798,55798,NIFTY25JUL24950PE,NIFTY,101.15,31-Jul-2025,24950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55799,55799,NIFTY25JUL25000CE,NIFTY,536.3,31-Jul-2025,25000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55796,55796,NIFTY25JUL24900PE,NIFTY,91.4,31-Jul-2025,24900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55797,55797,NIFTY25JUL24950CE,NIFTY,577.45,31-Jul-2025,24950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55802,55802,NIFTY25JUL25050PE,NIFTY,124.05,31-Jul-2025,25050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55803,55803,NIFTY25JUL25100CE,NIFTY,462.45,31-Jul-2025,25100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55800,55800,NIFTY25JUL25000PE,NIFTY,111.8,31-Jul-2025,25000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55801,55801,NIFTY25JUL25050CE,NIFTY,496.35,31-Jul-2025,25050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55806,55806,NIFTY25JUL25150PE,NIFTY,152.75,31-Jul-2025,25150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55807,55807,NIFTY25JUL25200CE,NIFTY,394.6,31-Jul-2025,25200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55804,55804,NIFTY25JUL25100PE,NIFTY,138.55,31-Jul-2025,25100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55805,55805,NIFTY25JUL25150CE,NIFTY,428.9,31-Jul-2025,25150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55808,55808,NIFTY25JUL25200PE,NIFTY,169.75,31-Jul-2025,25200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55809,55809,NIFTY25JUL25250CE,NIFTY,363.05,31-Jul-2025,25250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55871,55871,NIFTY25JUL26550CE,NIFTY,14.2,31-Jul-2025,26550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55872,55872,NIFTY25JUL26550PE,NIFTY,1117.6,31-Jul-2025,26550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55870,55870,NIFTY25JUL26500PE,NIFTY,1086.7,31-Jul-2025,26500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55864,55864,NIFTY25JUL26350PE,NIFTY,861.55,31-Jul-2025,26350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55865,55865,NIFTY25JUL26400CE,NIFTY,20.75,31-Jul-2025,26400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55862,55862,NIFTY25JUL26300PE,NIFTY,895.85,31-Jul-2025,26300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55863,55863,NIFTY25JUL26350CE,NIFTY,24.0,31-Jul-2025,26350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55868,55868,NIFTY25JUL26450PE,NIFTY,1037.75,31-Jul-2025,26450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55869,55869,NIFTY25JUL26500CE,NIFTY,15.8,31-Jul-2025,26500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55866,55866,NIFTY25JUL26400PE,NIFTY,988.8,31-Jul-2025,26400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55867,55867,NIFTY25JUL26450CE,NIFTY,18.3,31-Jul-2025,26450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55860,55860,NIFTY25JUL26250PE,NIFTY,780.5,31-Jul-2025,26250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55861,55861,NIFTY25JUL26300CE,NIFTY,27.45,31-Jul-2025,26300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55853,55853,NIFTY25JUL26100CE,NIFTY,49.2,31-Jul-2025,26100,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55854,55854,NIFTY25JUL26100PE,NIFTY,722.15,31-Jul-2025,26100,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55851,55851,NIFTY25JUL26050CE,NIFTY,57.0,31-Jul-2025,26050,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55852,55852,NIFTY25JUL26050PE,NIFTY,658.2,31-Jul-2025,26050,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55857,55857,NIFTY25JUL26200CE,NIFTY,36.45,31-Jul-2025,26200,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55858,55858,NIFTY25JUL26200PE,NIFTY,807.2,31-Jul-2025,26200,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55855,55855,NIFTY25JUL26150CE,NIFTY,42.9,31-Jul-2025,26150,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55856,55856,NIFTY25JUL26150PE,NIFTY,661.0,31-Jul-2025,26150,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55859,55859,NIFTY25JUL26250CE,NIFTY,32.05,31-Jul-2025,26250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55893,55893,NIFTY25JUL26950CE,NIFTY,6.0,31-Jul-2025,26950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55892,55892,NIFTY25JUL26900PE,NIFTY,1423.7,31-Jul-2025,26900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55886,55886,NIFTY25JUL26850PE,NIFTY,1423.5,31-Jul-2025,26850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55887,55887,NIFTY25JUL26900CE,NIFTY,6.75,31-Jul-2025,26900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55884,55884,NIFTY25JUL26800PE,NIFTY,1378.55,31-Jul-2025,26800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55885,55885,NIFTY25JUL26850CE,NIFTY,203.9,31-Jul-2025,26850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55882,55882,NIFTY25JUL26750PE,NIFTY,1314.8,31-Jul-2025,26750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55883,55883,NIFTY25JUL26800CE,NIFTY,8.0,31-Jul-2025,26800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55880,55880,NIFTY25JUL26700PE,NIFTY,1249.1,31-Jul-2025,26700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55881,55881,NIFTY25JUL26750CE,NIFTY,8.8,31-Jul-2025,26750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55875,55875,NIFTY25JUL26600PE,NIFTY,1189.6,31-Jul-2025,26600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55876,55876,NIFTY25JUL26650CE,NIFTY,10.85,31-Jul-2025,26650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55873,55873,NIFTY25JUL26600CE,NIFTY,12.05,31-Jul-2025,26600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55879,55879,NIFTY25JUL26700CE,NIFTY,9.65,31-Jul-2025,26700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55878,55878,NIFTY25JUL26650PE,NIFTY,1222.55,31-Jul-2025,26650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55820,55820,NIFTY25JUL25400PE,NIFTY,249.4,31-Jul-2025,25400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55821,55821,NIFTY25JUL25450CE,NIFTY,249.2,31-Jul-2025,25450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55824,55824,NIFTY25JUL25450PE,NIFTY,271.5,31-Jul-2025,25450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55825,55825,NIFTY25JUL25500CE,NIFTY,224.05,31-Jul-2025,25500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55829,55829,NIFTY25JUL25550CE,NIFTY,200.9,31-Jul-2025,25550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55826,55826,NIFTY25JUL25500PE,NIFTY,297.9,31-Jul-2025,25500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55810,55810,NIFTY25JUL25250PE,NIFTY,187.6,31-Jul-2025,25250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55811,55811,NIFTY25JUL25300CE,NIFTY,332.1,31-Jul-2025,25300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55812,55812,NIFTY25JUL25300PE,NIFTY,206.85,31-Jul-2025,25300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55817,55817,NIFTY25JUL25400CE,NIFTY,274.15,31-Jul-2025,25400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55815,55815,NIFTY25JUL25350CE,NIFTY,302.7,31-Jul-2025,25350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55816,55816,NIFTY25JUL25350PE,NIFTY,227.05,31-Jul-2025,25350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55850,55850,NIFTY25JUL26000PE,NIFTY,636.75,31-Jul-2025,26000,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55843,55843,NIFTY25JUL25850PE,NIFTY,518.5,31-Jul-2025,25850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55840,55840,NIFTY25JUL25800PE,NIFTY,483.8,31-Jul-2025,25800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55841,55841,NIFTY25JUL25850CE,NIFTY,97.6,31-Jul-2025,25850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55846,55846,NIFTY25JUL25900PE,NIFTY,558.15,31-Jul-2025,25900,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55847,55847,NIFTY25JUL25950CE,NIFTY,74.95,31-Jul-2025,25950,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55844,55844,NIFTY25JUL25900CE,NIFTY,85.6,31-Jul-2025,25900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55848,55848,NIFTY25JUL25950PE,NIFTY,591.8,31-Jul-2025,25950,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55849,55849,NIFTY25JUL26000CE,NIFTY,65.85,31-Jul-2025,26000,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55831,55831,NIFTY25JUL25600CE,NIFTY,180.05,31-Jul-2025,25600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55832,55832,NIFTY25JUL25600PE,NIFTY,354.6,31-Jul-2025,25600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55830,55830,NIFTY25JUL25550PE,NIFTY,325.2,31-Jul-2025,25550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55835,55835,NIFTY25JUL25700CE,NIFTY,142.75,31-Jul-2025,25700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55836,55836,NIFTY25JUL25700PE,NIFTY,415.25,31-Jul-2025,25700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55833,55833,NIFTY25JUL25650CE,NIFTY,160.7,31-Jul-2025,25650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55834,55834,NIFTY25JUL25650PE,NIFTY,384.6,31-Jul-2025,25650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55839,55839,NIFTY25JUL25800CE,NIFTY,111.65,31-Jul-2025,25800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55837,55837,NIFTY25JUL25750CE,NIFTY,127.45,31-Jul-2025,25750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55838,55838,NIFTY25JUL25750PE,NIFTY,448.4,31-Jul-2025,25750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55699,55699,NIFTY25JUL22900CE,NIFTY,2545.85,31-Jul-2025,22900,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55673,55673,NIFTY25JUL22300CE,NIFTY,3124.25,31-Jul-2025,22300,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55674,55674,NIFTY25JUL22300PE,NIFTY,4.25,31-Jul-2025,22300,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55671,55671,NIFTY25JUL22250CE,NIFTY,3192.5,31-Jul-2025,22250,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55672,55672,NIFTY25JUL22250PE,NIFTY,4.3,31-Jul-2025,22250,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55691,55691,NIFTY25JUL22750CE,NIFTY,2456.25,31-Jul-2025,22750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55692,55692,NIFTY25JUL22750PE,NIFTY,4.75,31-Jul-2025,22750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55690,55690,NIFTY25JUL22700PE,NIFTY,5.0,31-Jul-2025,22700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55695,55695,NIFTY25JUL22850CE,NIFTY,2359.75,31-Jul-2025,22850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55696,55696,NIFTY25JUL22850PE,NIFTY,5.2,31-Jul-2025,22850,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55693,55693,NIFTY25JUL22800CE,NIFTY,2647.15,31-Jul-2025,22800,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55694,55694,NIFTY25JUL22800PE,NIFTY,4.95,31-Jul-2025,22800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55688,55688,NIFTY25JUL22650PE,NIFTY,4.9,31-Jul-2025,22650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55689,55689,NIFTY25JUL22700CE,NIFTY,2831.8,31-Jul-2025,22700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55686,55686,NIFTY25JUL22600PE,NIFTY,4.6,31-Jul-2025,22600,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55687,55687,NIFTY25JUL22650CE,NIFTY,2855.0,31-Jul-2025,22650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55680,55680,NIFTY25JUL22450PE,NIFTY,4.55,31-Jul-2025,22450,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55681,55681,NIFTY25JUL22500CE,NIFTY,2913.3,31-Jul-2025,22500,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55684,55684,NIFTY25JUL22550PE,NIFTY,4.65,31-Jul-2025,22550,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55685,55685,NIFTY25JUL22600CE,NIFTY,2935.2,31-Jul-2025,22600,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55682,55682,NIFTY25JUL22500PE,NIFTY,4.55,31-Jul-2025,22500,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55683,55683,NIFTY25JUL22550CE,NIFTY,2982.6,31-Jul-2025,22550,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55677,55677,NIFTY25JUL22400CE,NIFTY,3003.15,31-Jul-2025,22400,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55678,55678,NIFTY25JUL22400PE,NIFTY,4.45,31-Jul-2025,22400,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55675,55675,NIFTY25JUL22350CE,NIFTY,3178.3,31-Jul-2025,22350,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55676,55676,NIFTY25JUL22350PE,NIFTY,4.35,31-Jul-2025,22350,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55679,55679,NIFTY25JUL22450CE,NIFTY,2661.1,31-Jul-2025,22450,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55750,55750,NIFTY25JUL23800PE,NIFTY,11.4,31-Jul-2025,23800,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55751,55751,NIFTY25JUL23850CE,NIFTY,1704.5,31-Jul-2025,23850,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55743,55743,NIFTY25JUL23650CE,NIFTY,1903.45,31-Jul-2025,23650,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55744,55744,NIFTY25JUL23650PE,NIFTY,9.45,31-Jul-2025,23650,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55747,55747,NIFTY25JUL23750CE,NIFTY,1812.1,31-Jul-2025,23750,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55748,55748,NIFTY25JUL23750PE,NIFTY,10.55,31-Jul-2025,23750,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55745,55745,NIFTY25JUL23700CE,NIFTY,1732.15,31-Jul-2025,23700,0.05,75,OPTIDX,CE,NSE_FO
NSE_FO|55746,55746,NIFTY25JUL23700PE,NIFTY,9.8,31-Jul-2025,23700,0.05,75,OPTIDX,PE,NSE_FO
NSE_FO|55749,55749,NIFTY25JUL23800CE,NIFTY,1635.75,31-Jul-2025,23800,0.05,75,OPTIDX,CE,NSE_FO
